CustomerID,Churn,Recency,Frequency,Monetary,AvgPrice
12497.0,0,300,2,5205.400000000001,1.816046511627907
12500.0,0,6,14,3471.23,4.502905982905983
12502.0,0,27,4,2631.52,6.410925925925926
12504.0,0,317,2,297.0,4.054545454545455
12507.0,1,34,4,1844.06,4.106530612244898
12510.0,1,42,9,5178.02,13.312689655172413
12514.0,1,167,2,1597.76,2.7076190476190476
12516.0,0,80,3,1919.76,2.1563934426229507
12517.0,0,26,2,1521.45,2.254945054945055
12520.0,0,42,4,2045.85,3.414628099173554
12523.0,0,7,19,3580.33,4.188592233009709
12524.0,0,62,15,9762.869999999999,3.1658490566037734
12525.0,1,398,3,973.73,3.006
12527.0,0,194,4,671.72,2.3099999999999996
12528.0,0,14,4,1287.37,5.492153846153847
12530.0,0,23,8,3318.63,3.3192028985507247
12533.0,1,527,2,1367.89,3.3030555555555554
12539.0,0,162,6,10164.09,3.8235791757049893
12540.0,0,7,26,17641.12,3.8856345177664973
12541.0,0,73,2,536.14,3.567142857142857
12542.0,1,384,2,481.88,2.465128205128205
12547.0,1,97,3,383.58,4.9366666666666665
12549.0,1,475,6,1575.68,1.6487755102040815
12553.0,0,10,9,3336.06,3.5428571428571427
12557.0,0,58,7,15106.14,2.153265306122449
12559.0,1,210,2,561.71,3.5490476190476192
12560.0,1,12,2,1436.31,2.6803896103896103
12562.0,0,26,5,2790.41,3.1254700854700856
12567.0,0,8,13,9324.36,3.6898117647058823
12569.0,0,7,12,1883.02,4.6981012658227845
12573.0,1,127,5,717.41,2.213361344537815
12575.0,1,357,2,622.8199999999999,3.5702631578947375
12576.0,0,49,6,1487.74,2.5327
12577.0,0,259,6,1186.3899999999999,1.8084931506849315
12578.0,0,230,3,3456.6,2.938515625
12580.0,1,146,2,1052.9,2.6067241379310344
12582.0,1,138,4,1980.4,3.8555339805825244
12583.0,0,6,21,10542.41,3.08904347826087
12584.0,0,27,4,782.59,8.256470588235294
12585.0,1,134,2,2040.1,3.4639080459770115
12586.0,0,274,3,1865.73,5.244819277108434
12588.0,0,299,3,743.88,6.514444444444444
12589.0,0,44,7,4180.48,10.348516129032259
12590.0,1,111,2,9864.26,10.54735294117647
12591.0,1,217,3,1338.95,4.394852941176471
12592.0,0,113,4,2376.86,11.767222222222221
12593.0,1,8,3,418.09999999999997,2.6523809523809527
12594.0,0,21,13,4281.79,3.1358045977011493
12597.0,0,83,2,1428.81,4.7052564102564105
12598.0,0,61,7,3095.39,2.7370802919708033
12599.0,0,26,12,2121.18,2.8457983193277308
12600.0,0,12,19,4304.9400000000005,5.888782608695652
12601.0,1,89,6,681.26,6.801764705882353
12605.0,1,276,4,1232.95,2.224078947368421
12609.0,0,86,8,3109.7400000000002,3.9572151898734176
12610.0,0,6,2,1256.25,5.092777777777778
12613.0,0,97,9,4935.51,2.947004048582996
12615.0,0,68,5,4084.53,2.992244897959184
12616.0,0,197,2,673.4,3.8227272727272728
12619.0,0,16,6,2227.6,11.105510204081634
12621.0,0,0,30,20816.57,3.035102362204724
12623.0,1,176,7,3747.84,2.967109826589595
12624.0,1,6,2,641.13,3.8721052631578945
12625.0,1,111,4,5164.88,2.308469945355191
12626.0,0,12,6,4774.0,2.947233009708738
12627.0,0,8,4,1908.57,3.0590384615384614
12629.0,1,285,2,1558.22,3.997777777777778
12631.0,0,356,5,2841.07,2.844868421052632
12632.0,1,420,2,804.88,2.2334285714285715
12633.0,0,29,6,5462.93,3.021408934707904
12634.0,1,435,2,490.0,7.777500000000001
12635.0,0,54,3,1924.87,2.620084745762712
12637.0,0,57,9,5330.41,2.6317359413202936
12639.0,1,138,3,1312.37,4.47171875
12643.0,1,28,12,8304.82,7.199411764705883
12644.0,1,29,4,1918.49,3.399189189189189
12645.0,0,9,7,3074.98,2.587876712328767
12647.0,0,26,33,16119.44,4.727263374485596
12648.0,1,54,4,1112.0,3.6944615384615385
12649.0,1,7,8,2294.65,2.714152542372881
12651.0,1,234,4,377.75,2.04
12652.0,1,231,2,1017.03,3.0209803921568628
12653.0,1,48,3,4160.83,2.751046511627907
12654.0,0,97,3,337.75,3.8045454545454547
12656.0,0,16,6,5177.33,3.775526315789474
12662.0,0,7,16,5530.42,3.3460377358490563
12663.0,1,524,2,239.4,5.84
12664.0,0,43,5,3145.64,10.245000000000001
12665.0,1,224,3,313.6,4.920588235294118
12668.0,0,159,9,10500.35,3.4618072289156627
12669.0,1,50,3,2744.0299999999997,13.741386138613862
12670.0,0,99,4,1790.6299999999999,4.180862068965517
12672.0,1,229,2,437.05,4.527272727272727
12673.0,1,226,2,840.4,2.853818181818182
12674.0,0,70,2,976.8,3.690810810810811
12675.0,1,453,2,957.25,3.8019642857142855
12676.0,0,23,9,2509.75,4.973913043478261
12677.0,1,455,2,395.1,4.0547619047619055
12678.0,0,0,18,24934.98,5.037138157894737
12679.0,0,105,2,906.38,3.5018181818181815
12681.0,0,51,38,25913.8,2.959833333333333
12682.0,0,0,41,18890.32,3.5971463414634144
12683.0,0,5,17,9375.01,2.7576410256410258
12684.0,0,70,4,1379.48,2.481379310344827
12687.0,1,380,2,2138.91,4.4835714285714285
12691.0,0,45,5,690.9,5.0946428571428575
12693.0,1,27,7,1703.02,5.070506329113924
12694.0,0,83,2,1413.18,2.4059090909090908
12695.0,0,7,5,1158.92,5.302745098039216
12696.0,1,334,2,851.91,3.293673469387755
12697.0,0,31,2,733.91,4.815172413793103
12700.0,0,56,2,2149.05,2.3672131147540982
12701.0,0,142,5,1985.78,3.1105217391304345
12703.0,0,533,3,722.98,3.031509433962264
12704.0,0,5,3,1100.92,5.3576
12705.0,0,58,9,9056.33,2.4152441613588107
12708.0,0,1,15,4436.52,4.071046511627907
12709.0,0,35,29,27024.35,3.8882630272952854
12710.0,0,61,2,790.36,3.1445833333333333
12711.0,1,511,2,1339.05,2.579333333333333
12712.0,0,6,19,6239.9800000000005,5.216624472573839
12714.0,0,6,11,12774.55,2.5953503184713376
12717.0,1,51,3,1308.91,4.96112676056338
12720.0,0,24,20,5320.05,2.620674486803519
12721.0,0,83,6,3055.86,3.731555555555555
12722.0,0,14,3,929.65,3.1426
12724.0,0,73,5,1566.47,2.962659574468085
12725.0,1,271,4,2266.76,5.955943396226416
12726.0,0,84,9,2872.82,2.342295081967213
12727.0,0,87,8,4499.2300000000005,3.066184971098266
12728.0,0,157,4,851.15,4.875625
12731.0,0,44,13,18204.05,3.278993288590604
12733.0,1,134,4,2424.87,3.4175796178343947
12734.0,1,252,3,639.65,3.836315789473684
12735.0,1,215,2,779.5699999999999,5.416279069767441
12737.0,1,398,2,3710.5,1855.25
12739.0,0,285,2,1713.69,11.266666666666667
12741.0,1,429,2,406.07,12.220625
12743.0,1,34,2,540.13,3.069618320610687
12744.0,0,44,9,18249.74,23.22977049180328
12745.0,1,386,3,925.41,11.71913043478261
12747.0,0,9,23,7471.87,4.47412037037037
12748.0,0,1,254,33825.5,3.360523483365949
12749.0,0,30,7,5561.71,5.486928838951311
12753.0,0,35,5,16620.91,2.186867469879518
12754.0,1,135,3,3010.74,1.125079365079365
12755.0,1,180,11,5236.259999999999,2.1326984126984128
12757.0,0,42,7,5281.08,31.4472131147541
12758.0,1,16,7,9903.24,2.2553035143769966
12759.0,0,71,7,4571.82,2.798131868131868
12761.0,1,357,2,782.95,4.394444444444445
12763.0,1,38,2,494.08,1.7716666666666667
12765.0,1,372,6,1404.58,2.6519117647058823
12766.0,0,49,7,6881.55,2.956833855799373
12770.0,1,110,2,3246.45,2.6867857142857146
12775.0,0,89,6,1464.76,3.8444776119402984
12778.0,0,83,7,1445.51,3.0982105263157895
12779.0,0,89,13,5492.16,3.190669642857143
12782.0,1,49,10,4365.99,3.912300469483568
12785.0,1,264,3,1100.4,5.350892857142857
12787.0,0,92,2,556.62,2.8378125
12788.0,1,363,4,444.9,4.119230769230769
12789.0,0,412,2,181.5,10.725
12790.0,1,92,2,591.85,4.495945945945945
12791.0,1,273,6,863.51,9.510714285714286
12792.0,1,156,2,827.01,4.011276595744681
12793.0,1,234,3,885.53,3.806590909090909
12797.0,1,265,2,552.08,5.305666666666666
12798.0,0,70,2,3140.93,0.8432258064516129
12800.0,1,370,3,584.25,3.837058823529412
12802.0,1,86,7,2416.42,2.622608695652174
12804.0,1,365,2,325.37,2.022878787878788
12805.0,1,281,4,1434.95,3.6508620689655173
12806.0,1,335,4,2878.96,6.652985074626866
12808.0,0,84,4,574.4,3.592857142857143
12809.0,1,77,3,1755.94,6.506419753086419
12810.0,1,434,2,534.99,1.9415625
12811.0,1,160,5,1033.9,4.353571428571429
12813.0,1,401,3,1687.8,2.3455555555555554
12815.0,1,47,2,1063.46,5.401489361702128
12817.0,1,181,3,690.98,7.6272
12820.0,0,226,8,1917.64,2.7164864864864864
12821.0,1,114,2,220.8,2.4061538461538463
12823.0,0,27,17,5966.0,6.861764705882353
12825.0,1,421,2,518.63,6.155833333333334
12826.0,0,78,9,2144.65,1.8256557377049178
12828.0,0,12,2,338.2,3.407142857142857
12829.0,1,236,3,385.3,7.851578947368421
12830.0,0,34,4,5204.0,1.2003703703703703
12831.0,1,162,3,451.11,2.830454545454545
12835.0,1,327,41,5996.83,3.5974471544715443
12836.0,0,37,14,6061.9,4.750690607734807
12837.0,1,73,2,662.66,4.140568181818182
12838.0,0,273,9,2694.75,2.4155593220338982
12839.0,0,13,20,6761.51,2.229168765743073
12840.0,1,43,7,4041.97,2.142443181818182
12841.0,0,6,32,5796.53,2.422944550669216
12842.0,0,208,3,1109.73,4.9782142857142855
12843.0,0,59,29,6573.41,4.172889908256881
12844.0,0,30,3,497.52,3.4241772151898733
12845.0,1,167,4,354.09,2.7903703703703706
12849.0,0,168,5,2701.0299999999997,3.518307692307692
12853.0,1,34,11,3907.5,4.001959459459459
12854.0,0,141,6,2465.09,2.8853508771929826
12855.0,1,272,4,612.84,5.414179104477612
12857.0,1,110,6,3688.0,3.6438016528925616
12862.0,1,325,2,984.62,2.926564885496183
12863.0,0,279,5,2271.35,4.142325581395349
12864.0,1,38,2,299.57,0.6757142857142856
12865.0,0,23,3,2736.62,3.0015189873417722
12866.0,1,183,3,1227.35,3.6973015873015873
12867.0,0,65,11,6163.22,1.3803150525087515
12868.0,1,85,8,2043.76,2.6149253731343287
12870.0,1,275,3,1676.95,4.554193548387097
12871.0,0,107,2,495.38,3.021818181818182
12872.0,1,226,12,3283.96,2.610279187817259
12873.0,1,182,3,2027.3,3.438
12874.0,1,285,2,948.42,3.0775
12875.0,1,43,5,1356.99,0.37625000000000003
12876.0,0,96,3,2590.2000000000003,2.64109243697479
12877.0,0,24,17,2465.6,2.084559585492228
12878.0,1,136,2,854.99,2.0325531914893618
12880.0,1,281,2,640.13,4.122777777777778
12888.0,1,114,2,354.12,5.896
12889.0,1,281,4,385.46000000000004,5.0931999999999995
12891.0,1,85,11,840.5,0.3836363636363636
12897.0,1,104,4,514.25,3.775
12898.0,1,363,2,296.21000000000004,2.374814814814815
12901.0,0,8,19,11639.470000000001,1.5598888888888887
12905.0,1,476,2,1018.42,3.6487037037037036
12907.0,1,295,2,508.91,5.2084
12908.0,1,76,5,1776.0,0.592
12909.0,0,101,6,2452.89,5.482727272727273
12910.0,0,34,9,4208.38,1.8894897959183672
12913.0,0,182,11,4666.0,3.404736842105263
12915.0,1,48,4,975.1,5.105333333333333
12916.0,1,38,7,4479.73,4.410406976744186
12917.0,1,28,6,4359.2,3.6719999999999997
12919.0,0,16,3,441.65,2.7125
12920.0,0,471,3,323.86,2.421875
12921.0,0,30,59,27570.7,2.2269991687448045
12923.0,0,290,2,597.6,4.1734375
12924.0,0,98,11,2190.9700000000003,2.5147457627118643
12926.0,1,311,4,1523.97,2.5360305343511453
12928.0,0,47,10,3378.33,1.9323489932885907
12931.0,0,1,53,82822.08,2.0312755102040816
12932.0,1,439,8,1698.56,2.076105263157895
12933.0,0,71,7,1386.59,3.313491379310345
12935.0,0,9,12,3618.5,2.74073732718894
12937.0,0,97,7,2021.57,2.33472
12939.0,0,38,16,21673.08,2.658142857142857
12942.0,1,31,3,675.6,4.314857142857143
12943.0,1,458,2,496.5,5.11
12945.0,1,188,2,900.11,3.714313725490196
12947.0,1,43,6,1603.99,3.270309278350515
12948.0,0,5,6,1676.44,2.7988297872340424
12949.0,0,14,21,14808.9,3.0741089837997055
12951.0,1,73,14,2901.4300000000003,2.8604545454545454
12955.0,0,43,5,1346.9199999999998,1.98484375
12956.0,1,206,4,521.89,2.981666666666667
12957.0,0,86,9,6404.72,3.603527777777778
12958.0,1,300,2,467.34,4.318163265306122
12960.0,1,313,4,1322.07,2.0588571428571427
12963.0,0,265,5,1744.96,3.3046315789473684
12967.0,1,258,3,2938.52,4.784
12970.0,1,222,8,1071.93,2.2306250000000003
12971.0,0,7,91,12369.45,2.679090909090909
12972.0,1,313,4,1161.2,3.2216883116883115
12974.0,1,97,2,408.95,5.42375
12975.0,1,336,6,2100.09,4.553214285714286
12976.0,1,111,8,3156.38,1.541103896103896
12977.0,1,56,4,513.88,5.855862068965517
12978.0,1,285,5,2502.82,2.5976073619631905
12980.0,1,57,21,16245.78,15.092307692307694
12982.0,1,142,8,2744.81,2.8978089887640452
12986.0,1,328,10,2729.84,3.8796078431372547
12987.0,0,97,4,1057.81,5.106346153846155
12989.0,0,57,26,11096.78,3.4762711864406777
12990.0,0,85,6,809.9,1.9747619047619047
12991.0,0,12,2,564.62,3.873611111111111
12993.0,0,20,7,1217.27,2.3263013698630135
12994.0,1,20,2,645.47,4.207560975609756
12997.0,0,136,6,1492.49,2.8020987654320986
12998.0,1,392,3,920.08,1.5932758620689655
12999.0,1,96,3,455.88,2.549285714285714
13000.0,1,6,4,1032.5,3.559516129032258
13001.0,0,58,31,22839.25,2.471954964176049
13002.0,1,218,3,414.13,3.1421739130434783
13003.0,1,5,3,149.05,2.25
13004.0,0,14,30,9780.03,2.34215859030837
13005.0,1,73,4,999.68,4.449464285714286
13008.0,1,223,3,612.13,2.3877142857142855
13010.0,1,274,2,330.12,1.7841666666666667
13012.0,0,48,7,2323.3,2.988103448275862
13013.0,0,7,24,9669.28,2.984906976744186
13014.0,0,13,6,3937.2799999999997,3.5700000000000003
13015.0,0,97,10,5003.18,5.666743295019157
13018.0,0,22,24,7274.31,2.8594933920704846
13019.0,1,279,6,1229.95,4.217090909090909
13020.0,1,462,2,618.96,3.4451282051282055
13021.0,0,66,12,3423.33,3.712228260869565
13023.0,0,29,2,1095.53,5.274642857142857
13024.0,1,370,2,555.87,5.2458064516129035
13026.0,0,120,6,1001.44,1.4122916666666667
13027.0,1,13,19,17239.2,0.40282352941176475
13029.0,0,38,4,1453.0,7.805714285714286
13031.0,1,307,5,3292.84,2.497223587223587
13032.0,0,292,7,1805.78,3.2475
13033.0,1,257,2,220.55,2.5461538461538464
13034.0,0,269,2,279.91,2.806111111111111
13035.0,0,160,2,775.32,2.168148148148148
13037.0,1,38,12,3914.9500000000003,3.530258620689655
13038.0,0,83,2,591.76,2.271818181818182
13039.0,1,484,4,1010.73,5.494363636363636
13041.0,1,350,4,799.13,3.824857142857143
13042.0,1,498,3,1488.59,3.1194565217391306
13044.0,1,191,11,4848.05,3.3020913461538464
13045.0,0,301,2,503.64,3.864074074074074
13046.0,0,166,2,517.66,3.4622857142857146
13047.0,0,27,22,7873.0,4.785635838150289
13048.0,0,13,8,3588.27,1.8826808510638298
13049.0,0,218,3,905.34,2.3768421052631576
13050.0,0,6,31,10659.4,3.015468577728776
13051.0,1,478,2,155.8,5.3625
13052.0,1,112,7,3119.33,3.6313306451612903
13055.0,0,113,2,1451.56,2.2055000000000002
13057.0,1,430,3,709.59,1.996
13059.0,1,149,10,2291.77,4.420303030303031
13064.0,0,52,4,1220.5,5.729016393442623
13065.0,1,273,5,1055.05,4.2616129032258065
13067.0,0,309,2,393.05,5.194117647058824
13069.0,0,19,33,8246.27,1.9085471898197244
13070.0,1,92,4,751.7,2.046060606060606
13073.0,1,311,2,418.08,3.5548148148148146
13074.0,1,411,4,1378.74,3.955862068965517
13077.0,1,190,10,2588.82,2.139644128113879
13078.0,0,6,46,23307.27,3.918675400291121
13079.0,0,40,2,222.88,2.8033333333333332
13080.0,1,79,4,280.73,2.698421052631579
13081.0,0,43,25,47371.11,2.1401344621513947
13082.0,1,26,21,7335.75,2.5858914728682167
13085.0,1,57,8,2433.28,3.5610714285714287
13089.0,0,0,175,93601.73,2.6109035930273925
13090.0,0,36,19,9092.94,4.904051282051282
13091.0,0,629,2,1976.0,52.00541666666666
13092.0,0,111,11,2102.2,5.436633663366337
13093.0,1,175,55,54144.25,2.844455159112825
13094.0,0,29,11,1827.8400000000001,1.4272
13097.0,0,22,26,11957.39,4.301790055248619
13098.0,0,13,17,14468.08,3.0165096952908588
13101.0,1,134,4,695.4,2.576078431372549
13102.0,0,33,32,9917.71,3.0081967213114753
13103.0,0,337,2,465.70000000000005,1.7728
13104.0,0,33,6,987.06,2.31
13106.0,1,33,2,603.46,13.29125
13107.0,0,75,7,4656.67,1.8792948717948719
13108.0,1,272,2,748.46,1.4160000000000001
13109.0,0,57,2,717.34,2.779787234042553
13110.0,0,37,10,2511.04,4.752274881516588
13113.0,0,13,33,16771.170000000002,3.744759206798867
13115.0,0,84,7,4078.4700000000003,2.5148995983935745
13117.0,0,21,17,2112.52,2.4678947368421054
13118.0,0,108,7,2017.3,4.566666666666666
13123.0,1,372,2,506.75,3.2148888888888885
13124.0,0,152,3,3401.8,2.9167156862745096
13126.0,0,153,10,2752.59,2.178841463414634
13129.0,1,352,2,233.25,1.86
13131.0,0,87,5,2565.37,3.239579831932773
13133.0,1,173,3,200.45000000000002,5.229166666666667
13134.0,0,83,5,1567.39,3.7304347826086954
13135.0,1,96,2,3371.45,4.1066666666666665
13136.0,0,42,11,4893.63,2.9364426877470353
13137.0,0,3,12,5412.41,2.3285112634671887
13138.0,0,33,4,801.07,3.3345454545454545
13139.0,0,9,4,4848.98,3.1691724137931034
13140.0,1,8,5,1054.92,3.4565714285714284
13141.0,0,114,16,6668.36,2.2668518518518517
13144.0,1,232,2,135.35,4.6499999999999995
13145.0,0,27,5,923.8,62.54
13148.0,0,33,24,7580.57,3.5998115942028983
13149.0,0,6,3,1132.62,2.62453125
13150.0,1,384,3,449.96999999999997,6.93375
13151.0,1,195,3,2465.21,5.057911392405063
13152.0,1,317,7,2146.38,4.020370370370371
13154.0,1,299,3,1624.84,3.2461290322580645
13155.0,0,226,4,967.92,2.634111111111111
13156.0,1,285,3,1586.54,3.3207692307692307
13157.0,0,41,8,4819.34,1.762608695652174
13158.0,0,19,4,1175.29,2.1067532467532466
13159.0,0,6,2,843.09,2.9992105263157893
13161.0,1,213,2,472.13,5.554242424242424
13162.0,1,22,16,9275.49,2.2844957983193277
13164.0,1,469,2,372.2,5.17
13165.0,0,251,2,784.32,0.8779999999999999
13166.0,1,183,2,875.93,2.5854411764705882
13167.0,0,30,3,751.37,3.0096153846153846
13168.0,0,99,4,1494.2,3.1274675324675325
13169.0,0,152,2,632.4000000000001,5.85
13173.0,1,267,10,2212.11,2.9815816326530613
13174.0,0,216,11,7286.6,3.396120092378753
13175.0,1,482,2,831.45,4.040217391304347
13178.0,0,33,18,12725.45,1.982200956937799
13183.0,0,1,12,5473.38,1.7000000000000002
13184.0,0,30,9,1472.1,1.8107594936708862
13187.0,1,237,4,341.36,2.7753571428571426
13190.0,1,444,3,570.66,4.138823529411765
13192.0,0,105,5,2110.96,3.123712121212121
13194.0,1,35,2,472.78,2.553
13196.0,0,162,4,1783.19,3.254553571428571
13198.0,0,20,7,4582.17,2.6593793103448276
13199.0,0,3,50,10700.93,2.1706802721088434
13201.0,1,402,4,1233.06,2.235232558139535
13202.0,1,294,7,1580.3,4.971014492753623
13203.0,0,20,8,2088.65,1.9594696969696968
13206.0,1,300,13,8308.19,1.9573144876325086
13207.0,0,50,3,483.12000000000006,4.538
13208.0,0,55,7,1587.47,2.532325581395349
13209.0,0,28,10,6773.98,2.3608127208480565
13211.0,0,261,8,1634.05,1.5795270270270272
13213.0,0,28,10,3294.82,2.9998181818181817
13214.0,1,317,7,3264.23,1.9063755458515284
13217.0,1,22,4,666.48,2.0100000000000002
13220.0,0,85,4,1243.29,4.26530612244898
13221.0,1,140,2,847.41,5.01439393939394
13223.0,1,100,6,969.1200000000001,1.656923076923077
13225.0,0,43,14,14095.79,2.8210526315789477
13226.0,1,173,2,312.46,2.6389285714285715
13230.0,0,38,28,5559.61,2.602094288304624
13232.0,0,80,4,861.45,3.176769230769231
13233.0,0,236,3,875.58,1.8454
13234.0,1,572,2,346.5,3.0611475409836064
13238.0,0,63,4,624.75,3.281875
13239.0,1,161,5,1594.69,2.8006451612903223
13240.0,0,73,7,1365.75,2.5931182795698926
13242.0,1,12,7,699.4,1.9982857142857142
13243.0,1,103,5,1220.38,2.905317073170732
13246.0,0,76,10,3228.74,1.598270893371758
13248.0,1,24,2,465.68,2.6873076923076926
13249.0,0,161,7,1189.3600000000001,1.31
13250.0,1,360,2,253.09,2.4589473684210525
13252.0,1,294,2,399.3,4.681578947368421
13253.0,1,56,4,2951.11,1.6302666666666665
13255.0,0,273,2,504.95,4.015789473684211
13258.0,0,105,3,535.4699999999999,3.0838095238095242
13259.0,0,297,8,1119.36,3.386853448275862
13261.0,1,168,2,944.1,5.488888888888889
13262.0,1,163,3,573.45,3.8594
13263.0,0,8,27,6094.06,2.339697624190065
13265.0,0,83,3,1450.66,2.1508196721311474
13266.0,0,12,15,4836.36,1.5754430379746835
13267.0,0,10,31,7709.26,3.5471686746987956
13268.0,0,69,6,2117.81,1.4222789115646257
13269.0,0,9,21,6172.54,2.480184696569921
13275.0,1,283,2,238.86,2.14125
13276.0,0,297,3,1300.98,3.2535406698564593
13277.0,0,16,5,390.8,1.3026315789473684
13278.0,0,299,3,893.12,1.8993548387096775
13280.0,1,22,7,2293.33,2.962829268292683
13282.0,0,62,3,954.1500000000001,4.059722222222223
13283.0,0,85,3,305.2,2.83
13285.0,0,61,5,2625.57,2.5600552486187844
13287.0,1,503,3,781.59,3.0541509433962264
13288.0,1,343,5,927.61,4.788
13291.0,1,55,11,3270.79,3.271037735849057
13292.0,0,184,4,665.14,4.738809523809524
13293.0,1,292,6,1192.94,3.3756944444444446
13294.0,1,89,3,1689.53,3.5543137254901964
13295.0,1,259,4,1101.97,2.368805970149254
13296.0,1,37,6,792.51,1.8749056603773586
13297.0,0,285,3,2278.77,2.555625
13299.0,1,168,3,1218.7,4.6688709677419356
13300.0,1,69,3,1285.51,4.025090909090909
13301.0,1,3,4,618.09,2.637654320987654
13302.0,1,55,2,159.2,14.816666666666668
13304.0,1,251,4,1217.99,3.5306410256410254
13305.0,0,15,12,2701.3,3.72223602484472
13307.0,1,20,3,273.34,3.2359999999999998
13308.0,0,103,2,1099.81,3.0372093023255813
13309.0,0,106,3,796.22,1.262142857142857
13310.0,0,106,4,1226.82,3.528666666666666
13313.0,0,41,10,2808.34,2.323076923076923
13316.0,0,31,8,10743.07,2.5675555555555554
13317.0,0,98,18,5526.3910000000005,3.7732673611111114
13319.0,0,13,50,17374.74,3.5571850899742934
13320.0,0,6,5,1660.55,1.6837719298245613
13324.0,0,103,15,7190.51,3.258020833333333
13327.0,0,12,19,8245.460000000001,2.9928
13329.0,0,266,7,4323.97,2.3642592592592595
